country,day,domestic_flights,international_departures,international_arrivals,total_flights
Algeria,2020-01-14,1.0,34.0,24.0,59.0
Algeria,2020-01-17,2.0,41.0,37.0,80.0
Algeria,2020-01-18,2.0,34.0,30.0,66.0
Algeria,2020-01-19,1.0,41.0,32.0,74.0
Algeria,2020-01-22,1.0,28.0,28.0,57.0
Algeria,2020-01-23,1.0,34.0,32.0,67.0
Algeria,2020-01-24,3.0,42.0,33.0,78.0
Algeria,2020-01-25,2.0,34.0,25.0,61.0
Algeria,2020-01-26,2.0,35.0,20.0,57.0
Algeria,2020-01-28,1.0,38.0,30.0,69.0
Algeria,2020-01-29,2.0,31.0,28.0,61.0
Algeria,2020-01-30,3.0,34.0,35.0,72.0
Algeria,2020-01-31,3.0,37.0,40.0,80.0
Algeria,2020-02-10,1.0,40.0,37.0,78.0
Algeria,2020-02-20,1.0,34.0,22.0,57.0
Algeria,2020-02-22,3.0,45.0,43.0,91.0
Algeria,2020-02-23,5.0,42.0,41.0,88.0
Algeria,2020-02-24,3.0,40.0,48.0,91.0
Algeria,2020-02-25,2.0,41.0,37.0,80.0
Algeria,2020-02-29,2.0,40.0,43.0,85.0
Algeria,2020-03-10,1.0,26.0,23.0,50.0
Argentina,2020-01-01,1.0,38.0,41.0,80.0
Argentina,2020-01-15,1.0,42.0,48.0,91.0
Argentina,2020-01-18,2.0,28.0,36.0,66.0
Argentina,2020-01-19,1.0,42.0,40.0,83.0
Argentina,2020-01-20,1.0,27.0,32.0,60.0
Argentina,2020-01-21,5.0,42.0,36.0,83.0
Argentina,2020-01-23,3.0,42.0,45.0,90.0
Argentina,2020-01-24,3.0,44.0,43.0,90.0
Argentina,2020-01-30,1.0,44.0,48.0,93.0
Argentina,2020-02-09,1.0,42.0,43.0,86.0
Argentina,2020-02-13,1.0,48.0,42.0,91.0
Argentina,2020-02-22,1.0,57.0,51.0,109.0
Argentina,2020-02-25,1.0,41.0,34.0,76.0
Argentina,2020-03-07,1.0,48.0,46.0,95.0
Argentina,2020-03-08,1.0,47.0,46.0,94.0
Argentina,2020-03-09,1.0,48.0,49.0,98.0
Argentina,2020-03-12,1.0,41.0,27.0,69.0
Argentina,2020-03-16,2.0,49.0,47.0,98.0
Argentina,2020-03-17,1.0,35.0,32.0,68.0
Argentina,2020-03-18,1.0,24.0,25.0,50.0
Argentina,2020-03-27,1.0,4.0,4.0,9.0
Armenia,2020-01-07,1.0,19.0,20.0,40.0
Armenia,2020-01-12,1.0,19.0,17.0,37.0
Armenia,2020-01-17,1.0,18.0,14.0,33.0
Armenia,2020-01-22,1.0,16.0,11.0,28.0
Armenia,2020-02-09,1.0,17.0,14.0,32.0
Armenia,2020-02-21,1.0,20.0,18.0,39.0
Armenia,2020-03-04,1.0,15.0,12.0,28.0
Armenia,2020-03-20,1.0,11.0,6.0,18.0
Australia,2020-01-01,735.0,158.0,164.0,1057.0
Australia,2020-01-02,717.0,164.0,155.0,1036.0
Australia,2020-01-03,647.0,113.0,145.0,905.0
Australia,2020-01-04,587.0,165.0,160.0,912.0
Australia,2020-01-05,724.0,162.0,165.0,1051.0
Australia,2020-01-06,702.0,172.0,157.0,1031.0
Australia,2020-01-07,694.0,156.0,158.0,1008.0
Australia,2020-01-08,618.0,117.0,140.0,875.0
Australia,2020-01-09,710.0,169.0,156.0,1035.0
Australia,2020-01-10,749.0,164.0,170.0,1083.0
Australia,2020-01-11,556.0,170.0,156.0,882.0
Australia,2020-01-12,722.0,166.0,162.0,1050.0
Australia,2020-01-13,664.0,128.0,147.0,939.0
Australia,2020-01-14,681.0,158.0,161.0,1000.0
Australia,2020-01-15,657.0,159.0,164.0,980.0
Australia,2020-01-16,753.0,166.0,165.0,1084.0
Australia,2020-01-17,744.0,156.0,169.0,1069.0
Australia,2020-01-18,401.0,103.0,118.0,622.0
Australia,2020-01-19,743.0,160.0,167.0,1070.0
Australia,2020-01-20,664.0,127.0,147.0,938.0
Australia,2020-01-21,707.0,163.0,150.0,1020.0
Australia,2020-01-22,682.0,115.0,136.0,933.0
Australia,2020-01-23,747.0,169.0,157.0,1073.0
Australia,2020-01-24,792.0,170.0,167.0,1129.0
Australia,2020-01-25,528.0,161.0,153.0,842.0
Australia,2020-01-26,626.0,114.0,135.0,875.0
Australia,2020-01-27,801.0,174.0,160.0,1135.0
Australia,2020-01-28,766.0,160.0,151.0,1077.0
Australia,2020-01-29,695.0,154.0,168.0,1017.0
Australia,2020-01-30,707.0,161.0,155.0,1023.0
Australia,2020-01-31,654.0,121.0,135.0,910.0
Australia,2020-02-01,474.0,166.0,158.0,798.0
Australia,2020-02-02,783.0,152.0,150.0,1085.0
Australia,2020-02-03,818.0,164.0,153.0,1135.0
Australia,2020-02-04,716.0,160.0,144.0,1020.0
Australia,2020-02-05,742.0,159.0,165.0,1066.0
Australia,2020-02-06,740.0,155.0,155.0,1050.0
Australia,2020-02-07,728.0,163.0,162.0,1053.0
Australia,2020-02-08,455.0,153.0,153.0,761.0
Australia,2020-02-09,626.0,159.0,164.0,949.0
Australia,2020-02-10,794.0,163.0,161.0,1118.0
Australia,2020-02-11,706.0,147.0,142.0,995.0
Australia,2020-02-12,720.0,155.0,155.0,1030.0
Australia,2020-02-13,782.0,161.0,148.0,1091.0
Australia,2020-02-14,736.0,152.0,160.0,1048.0
Australia,2020-02-15,396.0,112.0,132.0,640.0
Australia,2020-02-16,784.0,157.0,158.0,1099.0
Australia,2020-02-17,803.0,161.0,150.0,1114.0
Australia,2020-02-18,719.0,156.0,144.0,1019.0
Australia,2020-02-19,712.0,147.0,150.0,1009.0
Australia,2020-02-20,806.0,148.0,146.0,1100.0
Australia,2020-02-21,756.0,147.0,151.0,1054.0
Australia,2020-02-22,470.0,155.0,149.0,774.0
Australia,2020-02-23,764.0,160.0,156.0,1080.0
Australia,2020-02-24,808.0,157.0,154.0,1119.0
Australia,2020-02-25,735.0,146.0,138.0,1019.0
Australia,2020-02-26,763.0,143.0,139.0,1045.0
Australia,2020-02-27,787.0,150.0,140.0,1077.0
Australia,2020-02-28,802.0,148.0,147.0,1097.0
Australia,2020-02-29,468.0,146.0,151.0,765.0
Australia,2020-03-01,781.0,152.0,144.0,1077.0
Australia,2020-03-02,815.0,152.0,136.0,1103.0
Australia,2020-03-03,707.0,131.0,124.0,962.0
Australia,2020-03-04,720.0,139.0,141.0,1000.0
Australia,2020-03-05,728.0,150.0,137.0,1015.0
Australia,2020-03-06,716.0,146.0,144.0,1006.0
Australia,2020-03-07,493.0,123.0,110.0,726.0
Australia,2020-03-08,722.0,151.0,122.0,995.0
Australia,2020-03-09,800.0,120.0,109.0,1029.0
Australia,2020-03-10,762.0,124.0,112.0,998.0
Australia,2020-03-11,760.0,125.0,136.0,1021.0
Australia,2020-03-12,773.0,128.0,126.0,1027.0
Australia,2020-03-13,746.0,128.0,138.0,1012.0
Australia,2020-03-14,519.0,141.0,128.0,788.0
Australia,2020-03-15,721.0,127.0,130.0,978.0
Australia,2020-03-16,733.0,126.0,125.0,984.0
Australia,2020-03-17,631.0,113.0,117.0,861.0
Australia,2020-03-18,591.0,118.0,109.0,818.0
Australia,2020-03-19,608.0,109.0,104.0,821.0
Australia,2020-03-20,567.0,98.0,97.0,762.0
Australia,2020-03-21,381.0,99.0,95.0,575.0
Australia,2020-03-22,528.0,79.0,70.0,677.0
Australia,2020-03-23,469.0,78.0,66.0,613.0
Australia,2020-03-24,374.0,58.0,50.0,482.0
Australia,2020-03-25,305.0,49.0,53.0,407.0
Australia,2020-03-26,273.0,30.0,38.0,341.0
Australia,2020-03-27,254.0,27.0,32.0,313.0
Australia,2020-03-28,124.0,35.0,35.0,194.0
Australia,2020-03-29,86.0,18.0,21.0,125.0
Australia,2020-03-30,78.0,14.0,16.0,108.0
Australia,2020-03-31,66.0,11.0,10.0,87.0
Australia,2020-04-01,60.0,14.0,18.0,92.0
Australia,2020-04-02,65.0,15.0,20.0,100.0
Australia,2020-04-03,66.0,21.0,23.0,110.0
Australia,2020-04-04,41.0,18.0,16.0,75.0
Australia,2020-04-05,56.0,24.0,21.0,101.0
Australia,2020-04-06,61.0,17.0,16.0,94.0
Australia,2020-04-07,44.0,12.0,17.0,73.0
Australia,2020-04-08,43.0,18.0,19.0,80.0
Australia,2020-04-09,51.0,20.0,17.0,88.0
Australia,2020-04-10,16.0,19.0,20.0,55.0
Australia,2020-04-11,4.0,18.0,18.0,40.0
Australia,2020-04-12,5.0,14.0,16.0,35.0
Australia,2020-04-13,13.0,19.0,14.0,46.0
Australia,2020-04-14,9.0,12.0,13.0,34.0
Australia,2020-04-15,12.0,21.0,21.0,54.0
Australia,2020-04-16,13.0,21.0,18.0,52.0
Australia,2020-04-17,36.0,20.0,25.0,81.0
Australia,2020-04-18,22.0,21.0,19.0,62.0
Australia,2020-04-19,20.0,14.0,18.0,52.0
Australia,2020-04-20,37.0,24.0,19.0,80.0
Australia,2020-04-21,25.0,10.0,10.0,45.0
Australia,2020-04-22,31.0,17.0,19.0,67.0
Australia,2020-04-23,27.0,17.0,18.0,62.0
Australia,2020-04-24,34.0,18.0,22.0,74.0
Australia,2020-04-25,26.0,25.0,23.0,74.0
Australia,2020-04-26,25.0,15.0,19.0,59.0
Australia,2020-04-27,32.0,26.0,22.0,80.0
Australia,2020-04-28,25.0,13.0,10.0,48.0
Australia,2020-04-29,32.0,14.0,22.0,68.0
Australia,2020-04-30,25.0,15.0,18.0,58.0
Austria,2020-01-01,2.0,158.0,150.0,310.0
Austria,2020-01-02,1.0,196.0,190.0,387.0
Austria,2020-01-03,2.0,190.0,194.0,386.0
Austria,2020-01-04,5.0,156.0,162.0,323.0
Austria,2020-01-05,1.0,175.0,178.0,354.0
Austria,2020-01-07,2.0,169.0,177.0,348.0
Austria,2020-01-08,1.0,188.0,193.0,382.0
Austria,2020-01-09,3.0,188.0,196.0,387.0
Austria,2020-01-10,3.0,204.0,200.0,407.0
Austria,2020-01-11,8.0,148.0,160.0,316.0
Austria,2020-01-12,4.0,185.0,168.0,357.0
Austria,2020-01-13,6.0,188.0,200.0,394.0
Austria,2020-01-14,1.0,175.0,165.0,341.0
Austria,2020-01-15,2.0,196.0,193.0,391.0
Austria,2020-01-16,4.0,202.0,190.0,396.0
Austria,2020-01-17,2.0,204.0,208.0,414.0
Austria,2020-01-18,6.0,149.0,157.0,312.0
Austria,2020-01-19,5.0,181.0,166.0,352.0
Austria,2020-01-20,4.0,197.0,195.0,396.0
Austria,2020-01-21,3.0,166.0,171.0,340.0
Austria,2020-01-22,2.0,188.0,189.0,379.0
Austria,2020-01-23,3.0,193.0,196.0,392.0
Austria,2020-01-24,2.0,208.0,208.0,418.0
Austria,2020-01-25,8.0,153.0,161.0,322.0
Austria,2020-01-26,3.0,182.0,166.0,351.0
Austria,2020-01-27,4.0,189.0,198.0,391.0
Austria,2020-01-28,2.0,160.0,166.0,328.0
Austria,2020-01-29,3.0,187.0,185.0,375.0
Austria,2020-01-30,3.0,191.0,194.0,388.0
Austria,2020-01-31,1.0,198.0,203.0,402.0
Austria,2020-02-01,5.0,152.0,166.0,323.0
Austria,2020-02-02,5.0,187.0,175.0,367.0
Austria,2020-02-03,8.0,200.0,218.0,426.0
Austria,2020-02-04,4.0,166.0,165.0,335.0
Austria,2020-02-05,1.0,195.0,192.0,388.0
Austria,2020-02-06,3.0,204.0,201.0,408.0
Austria,2020-02-07,3.0,225.0,225.0,453.0
Austria,2020-02-08,5.0,155.0,170.0,330.0
Austria,2020-02-09,12.0,165.0,163.0,340.0
Austria,2020-02-10,5.0,176.0,176.0,357.0
Austria,2020-02-11,7.0,169.0,174.0,350.0
Austria,2020-02-12,8.0,188.0,187.0,383.0
Austria,2020-02-13,9.0,210.0,204.0,423.0
Austria,2020-02-14,9.0,220.0,219.0,448.0
Austria,2020-02-15,8.0,166.0,171.0,345.0
Austria,2020-02-16,11.0,190.0,183.0,384.0
Austria,2020-02-17,12.0,208.0,211.0,431.0
Austria,2020-02-18,6.0,183.0,184.0,373.0
Austria,2020-02-19,4.0,198.0,202.0,404.0
Austria,2020-02-20,7.0,217.0,209.0,433.0
Austria,2020-02-21,1.0,233.0,228.0,462.0
Austria,2020-02-22,10.0,170.0,182.0,362.0
Austria,2020-02-23,5.0,193.0,184.0,382.0
Austria,2020-02-24,7.0,216.0,214.0,437.0
Austria,2020-02-25,3.0,194.0,187.0,384.0
Austria,2020-02-26,2.0,208.0,197.0,407.0
Austria,2020-02-27,9.0,214.0,206.0,429.0
Austria,2020-02-28,3.0,213.0,208.0,424.0
Austria,2020-02-29,7.0,173.0,188.0,368.0
Austria,2020-03-01,10.0,188.0,179.0,377.0
Austria,2020-03-02,15.0,214.0,213.0,442.0
Austria,2020-03-03,8.0,192.0,185.0,385.0
Austria,2020-03-04,7.0,210.0,208.0,425.0
Austria,2020-03-05,4.0,213.0,213.0,430.0
Austria,2020-03-06,13.0,206.0,204.0,423.0
Austria,2020-03-07,13.0,145.0,151.0,309.0
Austria,2020-03-08,6.0,171.0,164.0,341.0
Austria,2020-03-09,4.0,173.0,169.0,346.0
Austria,2020-03-10,2.0,139.0,129.0,270.0
Austria,2020-03-11,4.0,141.0,143.0,288.0
Austria,2020-03-12,4.0,145.0,143.0,292.0
Austria,2020-03-13,1.0,166.0,160.0,327.0
Austria,2020-03-14,7.0,120.0,132.0,259.0
Austria,2020-03-15,2.0,125.0,123.0,250.0
Austria,2020-03-16,4.0,94.0,91.0,189.0
Austria,2020-03-20,1.0,27.0,23.0,51.0
Austria,2020-03-21,1.0,16.0,11.0,28.0
Austria,2020-03-22,1.0,17.0,11.0,29.0
Austria,2020-03-24,1.0,10.0,9.0,20.0
Austria,2020-04-12,1.0,3.0,1.0,5.0
Austria,2020-04-13,1.0,4.0,2.0,7.0
Bahrain,2020-01-05,1.0,16.0,29.0,46.0
Bahrain,2020-01-06,1.0,6.0,32.0,39.0
Bahrain,2020-01-12,1.0,15.0,28.0,44.0
Bahrain,2020-01-14,1.0,17.0,29.0,47.0
Bahrain,2020-01-18,3.0,19.0,28.0,50.0
Bahrain,2020-01-23,1.0,18.0,28.0,47.0
Bahrain,2020-01-25,1.0,14.0,26.0,41.0
Bahrain,2020-01-31,1.0,13.0,30.0,44.0
Bahrain,2020-02-02,1.0,13.0,30.0,44.0
Bahrain,2020-02-03,1.0,14.0,30.0,45.0
Bahrain,2020-02-10,1.0,13.0,33.0,47.0
Bahrain,2020-02-13,1.0,15.0,31.0,47.0
Bahrain,2020-02-21,1.0,12.0,29.0,42.0
Bahrain,2020-02-22,1.0,17.0,31.0,49.0
Bahrain,2020-02-28,1.0,10.0,17.0,28.0
Bahrain,2020-03-01,1.0,14.0,16.0,31.0
Bahrain,2020-03-15,1.0,11.0,15.0,27.0
Bangladesh,2020-01-14,1.0,15.0,29.0,45.0
Bangladesh,2020-01-15,1.0,18.0,40.0,59.0
Bangladesh,2020-01-18,1.0,22.0,15.0,38.0
Bangladesh,2020-01-23,1.0,16.0,28.0,45.0
Bangladesh,2020-02-06,1.0,18.0,22.0,41.0
Bangladesh,2020-02-08,1.0,19.0,12.0,32.0
Bangladesh,2020-02-09,1.0,12.0,10.0,23.0
Bangladesh,2020-02-17,1.0,16.0,23.0,40.0
Bangladesh,2020-02-26,1.0,15.0,24.0,40.0
Bangladesh,2020-03-16,1.0,15.0,11.0,27.0
Barbados,2020-01-05,1.0,9.0,4.0,14.0
Barbados,2020-01-06,1.0,9.0,11.0,21.0
Barbados,2020-01-07,1.0,8.0,8.0,17.0
Barbados,2020-01-08,1.0,3.0,6.0,10.0
Barbados,2020-01-23,1.0,10.0,13.0,24.0
Barbados,2020-01-28,1.0,10.0,11.0,22.0
Belarus,2020-01-15,1.0,39.0,41.0,81.0
Belarus,2020-01-27,1.0,43.0,43.0,87.0
Belarus,2020-01-29,1.0,42.0,40.0,83.0
Belarus,2020-01-30,2.0,42.0,42.0,86.0
Belarus,2020-02-01,1.0,40.0,40.0,81.0
Belarus,2020-02-02,2.0,40.0,41.0,83.0
Belarus,2020-02-03,1.0,43.0,41.0,85.0
Belarus,2020-02-04,1.0,36.0,38.0,75.0
Belarus,2020-02-05,1.0,44.0,41.0,86.0
Belarus,2020-02-06,1.0,45.0,43.0,89.0
Belarus,2020-02-07,1.0,44.0,44.0,89.0
Belarus,2020-02-08,1.0,44.0,37.0,82.0
Belarus,2020-02-09,2.0,43.0,41.0,86.0
Belarus,2020-02-10,1.0,43.0,40.0,84.0
Belarus,2020-02-11,3.0,36.0,39.0,78.0
Belarus,2020-02-12,1.0,42.0,41.0,84.0
Belarus,2020-02-13,2.0,44.0,40.0,86.0
Belarus,2020-02-16,2.0,42.0,41.0,85.0
Belarus,2020-02-17,2.0,45.0,42.0,89.0
Belarus,2020-02-18,2.0,38.0,36.0,76.0
Belarus,2020-02-19,2.0,41.0,38.0,81.0
Belarus,2020-02-20,2.0,44.0,40.0,86.0
Belarus,2020-02-21,2.0,46.0,43.0,91.0
Belarus,2020-02-22,1.0,43.0,36.0,80.0
Belarus,2020-02-23,1.0,42.0,41.0,84.0
Belarus,2020-02-24,1.0,44.0,39.0,84.0
Belarus,2020-02-25,1.0,38.0,38.0,77.0
Belarus,2020-02-27,1.0,42.0,43.0,86.0
Belarus,2020-02-28,1.0,44.0,42.0,87.0
Belarus,2020-02-29,1.0,42.0,39.0,82.0
Belarus,2020-03-01,1.0,39.0,38.0,78.0
Belarus,2020-03-02,1.0,42.0,39.0,82.0
Belarus,2020-03-03,3.0,34.0,35.0,72.0
Belarus,2020-03-04,1.0,39.0,39.0,79.0
Belarus,2020-03-05,1.0,42.0,41.0,84.0
Belarus,2020-03-07,1.0,36.0,39.0,76.0
Belarus,2020-03-09,1.0,44.0,39.0,84.0
Belarus,2020-03-10,1.0,32.0,33.0,66.0
Belgium,2020-01-04,2.0,87.0,99.0,188.0
Belgium,2020-01-07,2.0,141.0,147.0,290.0
Belgium,2020-01-11,1.0,76.0,96.0,173.0
Belgium,2020-01-14,1.0,136.0,133.0,270.0
Belgium,2020-01-19,1.0,116.0,104.0,221.0
Belgium,2020-01-20,1.0,152.0,151.0,304.0
Belgium,2020-01-21,3.0,147.0,144.0,294.0
Belgium,2020-01-22,2.0,143.0,146.0,291.0
Belgium,2020-01-23,4.0,145.0,150.0,299.0
Belgium,2020-01-25,1.0,83.0,98.0,182.0
Belgium,2020-01-26,1.0,119.0,95.0,215.0
Belgium,2020-01-27,1.0,145.0,151.0,297.0
Belgium,2020-01-30,1.0,142.0,144.0,287.0
Belgium,2020-01-31,2.0,137.0,136.0,275.0
Belgium,2020-02-01,1.0,84.0,98.0,183.0
Belgium,2020-02-02,1.0,125.0,112.0,238.0
Belgium,2020-02-03,2.0,157.0,152.0,311.0
Belgium,2020-02-06,1.0,145.0,149.0,295.0
Belgium,2020-02-07,1.0,152.0,155.0,308.0
Belgium,2020-02-08,1.0,86.0,98.0,185.0
Belgium,2020-02-09,1.0,101.0,92.0,194.0
Belgium,2020-02-10,1.0,139.0,143.0,283.0
Belgium,2020-02-11,5.0,138.0,139.0,282.0
Belgium,2020-02-12,1.0,145.0,151.0,297.0
Belgium,2020-02-13,2.0,147.0,147.0,296.0
Belgium,2020-02-14,3.0,146.0,148.0,297.0
Belgium,2020-02-15,1.0,88.0,93.0,182.0
Belgium,2020-02-16,1.0,130.0,120.0,251.0
Belgium,2020-02-17,3.0,159.0,159.0,321.0
Belgium,2020-02-18,3.0,143.0,143.0,289.0
Belgium,2020-02-19,1.0,143.0,153.0,297.0
Belgium,2020-02-20,3.0,159.0,152.0,314.0
Belgium,2020-02-21,2.0,159.0,159.0,320.0
Belgium,2020-02-22,2.0,94.0,112.0,208.0
Belgium,2020-02-23,1.0,150.0,133.0,284.0
Belgium,2020-02-25,2.0,149.0,148.0,299.0
Belgium,2020-02-26,2.0,147.0,158.0,307.0
Belgium,2020-02-27,3.0,155.0,153.0,311.0
Belgium,2020-02-28,2.0,159.0,162.0,323.0
Belgium,2020-02-29,2.0,101.0,114.0,217.0
Belgium,2020-03-02,3.0,151.0,159.0,313.0
Belgium,2020-03-03,2.0,146.0,141.0,289.0
Belgium,2020-03-04,1.0,149.0,153.0,303.0
Belgium,2020-03-06,3.0,141.0,146.0,290.0
Belgium,2020-03-08,2.0,120.0,109.0,231.0
Belgium,2020-03-09,4.0,133.0,134.0,271.0
Belgium,2020-03-10,2.0,103.0,102.0,207.0
Belgium,2020-03-11,1.0,107.0,107.0,215.0
Belgium,2020-03-13,1.0,124.0,127.0,252.0
Belgium,2020-03-14,1.0,70.0,92.0,163.0
Belgium,2020-03-16,2.0,85.0,100.0,187.0
Belgium,2020-03-17,1.0,68.0,69.0,138.0
Belgium,2020-03-21,1.0,21.0,23.0,45.0
Belgium,2020-03-23,1.0,22.0,26.0,49.0
Belgium,2020-03-24,1.0,20.0,18.0,39.0
Belgium,2020-04-16,1.0,14.0,14.0,29.0
Belgium,2020-04-23,1.0,9.0,13.0,23.0
Belgium,2020-04-25,1.0,8.0,6.0,15.0
Belgium,2020-04-27,1.0,18.0,8.0,27.0
Bolivia,2020-01-17,1.0,5.0,7.0,13.0
Bolivia,2020-02-19,1.0,5.0,4.0,10.0
Bolivia,2020-02-20,7.0,4.0,5.0,16.0
Bolivia,2020-02-21,8.0,7.0,6.0,21.0
Bolivia,2020-02-22,5.0,5.0,5.0,15.0
Bolivia,2020-02-23,8.0,7.0,5.0,20.0
Bolivia,2020-02-24,5.0,4.0,8.0,17.0
Bolivia,2020-02-25,8.0,4.0,4.0,16.0
Bolivia,2020-02-26,9.0,6.0,7.0,22.0
Bolivia,2020-02-27,11.0,5.0,7.0,23.0
Bolivia,2020-02-28,10.0,6.0,5.0,21.0
Bolivia,2020-02-29,8.0,6.0,7.0,21.0
Bolivia,2020-03-01,6.0,4.0,3.0,13.0
Bolivia,2020-03-02,3.0,2.0,5.0,10.0
Bolivia,2020-03-03,4.0,2.0,2.0,8.0
Bolivia,2020-03-04,5.0,5.0,3.0,13.0
Bolivia,2020-03-05,1.0,3.0,4.0,8.0
Bolivia,2020-03-06,4.0,4.0,4.0,12.0
Bolivia,2020-03-07,4.0,5.0,5.0,14.0
Bolivia,2020-03-08,4.0,5.0,5.0,14.0
Bolivia,2020-03-09,4.0,5.0,7.0,16.0
Bolivia,2020-03-10,5.0,6.0,5.0,16.0
Bolivia,2020-03-11,3.0,8.0,5.0,16.0
Bolivia,2020-03-12,5.0,4.0,7.0,16.0
Bolivia,2020-03-13,2.0,6.0,2.0,10.0
Bolivia,2020-03-14,3.0,2.0,4.0,9.0
Bolivia,2020-03-15,7.0,3.0,4.0,14.0
Bolivia,2020-03-17,1.0,5.0,4.0,10.0
Bolivia,2020-03-18,1.0,4.0,4.0,9.0
Bolivia,2020-03-19,3.0,4.0,4.0,11.0
Bolivia,2020-03-20,3.0,4.0,4.0,11.0
Brazil,2020-01-01,152.0,59.0,51.0,262.0
Brazil,2020-01-02,175.0,60.0,54.0,289.0
Brazil,2020-01-03,178.0,45.0,34.0,257.0
Brazil,2020-01-04,130.0,61.0,52.0,243.0
Brazil,2020-01-05,117.0,50.0,49.0,216.0
Brazil,2020-01-06,199.0,51.0,43.0,293.0
Brazil,2020-01-07,179.0,43.0,41.0,263.0
Brazil,2020-01-08,164.0,29.0,29.0,222.0
Brazil,2020-01-09,181.0,44.0,47.0,272.0
Brazil,2020-01-10,189.0,51.0,40.0,280.0
Brazil,2020-01-11,137.0,49.0,45.0,231.0
Brazil,2020-01-12,115.0,50.0,46.0,211.0
Brazil,2020-01-13,158.0,33.0,26.0,217.0
Brazil,2020-01-14,193.0,59.0,50.0,302.0
Brazil,2020-01-15,190.0,75.0,60.0,325.0
Brazil,2020-01-16,198.0,63.0,54.0,315.0
Brazil,2020-01-17,131.0,67.0,56.0,254.0
Brazil,2020-01-18,112.0,47.0,49.0,208.0
Brazil,2020-01-19,113.0,65.0,53.0,231.0
Brazil,2020-01-20,128.0,42.0,37.0,207.0
Brazil,2020-01-21,178.0,47.0,61.0,286.0
Brazil,2020-01-22,154.0,41.0,37.0,232.0
Brazil,2020-01-23,174.0,53.0,60.0,287.0
Brazil,2020-01-24,159.0,55.0,54.0,268.0
Brazil,2020-01-25,124.0,61.0,64.0,249.0
Brazil,2020-01-26,104.0,45.0,33.0,182.0
Brazil,2020-01-27,192.0,75.0,61.0,328.0
Brazil,2020-01-28,176.0,74.0,58.0,308.0
Brazil,2020-01-29,159.0,68.0,58.0,285.0
Brazil,2020-01-30,180.0,64.0,62.0,306.0
Brazil,2020-01-31,168.0,49.0,37.0,254.0
Brazil,2020-02-01,133.0,60.0,58.0,251.0
Brazil,2020-02-02,96.0,45.0,47.0,188.0
Brazil,2020-02-03,186.0,68.0,62.0,316.0
Brazil,2020-02-04,215.0,74.0,76.0,365.0
Brazil,2020-02-05,175.0,69.0,78.0,322.0
Brazil,2020-02-06,195.0,71.0,69.0,335.0
Brazil,2020-02-07,216.0,76.0,76.0,368.0
Brazil,2020-02-08,165.0,80.0,76.0,321.0
Brazil,2020-02-09,157.0,67.0,71.0,295.0
Brazil,2020-02-10,189.0,74.0,81.0,344.0
Brazil,2020-02-11,217.0,74.0,72.0,363.0
Brazil,2020-02-12,215.0,74.0,75.0,364.0
Brazil,2020-02-13,216.0,72.0,68.0,356.0
Brazil,2020-02-14,225.0,76.0,70.0,371.0
Brazil,2020-02-15,143.0,56.0,55.0,254.0
Brazil,2020-02-16,166.0,73.0,79.0,318.0
Brazil,2020-02-17,220.0,79.0,77.0,376.0
Brazil,2020-02-18,213.0,72.0,74.0,359.0
Brazil,2020-02-19,225.0,78.0,79.0,382.0
Brazil,2020-02-20,226.0,75.0,72.0,373.0
Brazil,2020-02-21,229.0,80.0,81.0,390.0
Brazil,2020-02-22,167.0,83.0,76.0,326.0
Brazil,2020-02-23,94.0,71.0,75.0,240.0
Brazil,2020-02-24,143.0,84.0,79.0,306.0
Brazil,2020-02-25,129.0,63.0,71.0,263.0
Brazil,2020-02-26,209.0,70.0,67.0,346.0
Brazil,2020-02-27,211.0,74.0,79.0,364.0
Brazil,2020-02-28,191.0,78.0,74.0,343.0
Brazil,2020-02-29,149.0,80.0,76.0,305.0
Brazil,2020-03-01,135.0,60.0,66.0,261.0
Brazil,2020-03-02,189.0,63.0,59.0,311.0
Brazil,2020-03-03,210.0,57.0,62.0,329.0
Brazil,2020-03-04,176.0,58.0,58.0,292.0
Brazil,2020-03-05,196.0,62.0,57.0,315.0
Brazil,2020-03-06,189.0,65.0,60.0,314.0
Brazil,2020-03-07,149.0,71.0,80.0,300.0
Brazil,2020-03-08,139.0,80.0,73.0,292.0
Brazil,2020-03-09,220.0,87.0,76.0,383.0
Brazil,2020-03-10,204.0,77.0,73.0,354.0
Brazil,2020-03-11,178.0,80.0,72.0,330.0
Brazil,2020-03-12,154.0,80.0,70.0,304.0
Brazil,2020-03-13,188.0,74.0,69.0,331.0
Brazil,2020-03-14,146.0,63.0,54.0,263.0
Brazil,2020-03-15,125.0,67.0,73.0,265.0
Brazil,2020-03-16,150.0,89.0,78.0,317.0
Brazil,2020-03-17,141.0,77.0,69.0,287.0
Brazil,2020-03-18,103.0,71.0,59.0,233.0
Brazil,2020-03-19,105.0,57.0,60.0,222.0
Brazil,2020-03-20,96.0,56.0,58.0,210.0
Brazil,2020-03-21,70.0,52.0,49.0,171.0
Brazil,2020-03-22,44.0,34.0,36.0,114.0
Brazil,2020-03-23,63.0,34.0,32.0,129.0
Brazil,2020-03-24,34.0,25.0,23.0,82.0
Brazil,2020-03-25,36.0,26.0,17.0,79.0
Brazil,2020-03-26,36.0,23.0,21.0,80.0
Brazil,2020-03-27,31.0,25.0,17.0,73.0
Brazil,2020-03-28,6.0,17.0,21.0,44.0
Brazil,2020-03-29,3.0,21.0,14.0,38.0
