country,day,domestic_flights,international_departures,international_arrivals,total_flights
New Zealand,2020-04-16,7.0,5.0,2.0,14.0
New Zealand,2020-04-17,6.0,1.0,3.0,10.0
New Zealand,2020-04-18,3.0,4.0,4.0,11.0
New Zealand,2020-04-19,3.0,2.0,3.0,8.0
New Zealand,2020-04-20,7.0,5.0,3.0,15.0
New Zealand,2020-04-21,6.0,3.0,3.0,12.0
New Zealand,2020-04-22,5.0,,3.0,
New Zealand,2020-04-23,6.0,6.0,2.0,14.0
New Zealand,2020-04-24,6.0,3.0,2.0,11.0
New Zealand,2020-04-25,3.0,4.0,4.0,11.0
New Zealand,2020-04-26,2.0,2.0,4.0,8.0
New Zealand,2020-04-27,2.0,4.0,2.0,8.0
New Zealand,2020-04-28,3.0,3.0,2.0,8.0
New Zealand,2020-04-29,2.0,,2.0,
New Zealand,2020-04-30,2.0,5.0,4.0,11.0
Norway,2020-01-01,72.0,123.0,126.0,321.0
Norway,2020-01-02,133.0,159.0,158.0,450.0
Norway,2020-01-03,105.0,133.0,144.0,382.0
Norway,2020-01-04,37.0,111.0,102.0,250.0
Norway,2020-01-05,100.0,156.0,164.0,420.0
Norway,2020-01-06,122.0,151.0,160.0,433.0
Norway,2020-01-07,85.0,133.0,136.0,354.0
Norway,2020-01-08,109.0,138.0,141.0,388.0
Norway,2020-01-09,120.0,143.0,149.0,412.0
Norway,2020-01-10,127.0,156.0,152.0,435.0
Norway,2020-01-11,42.0,98.0,86.0,226.0
Norway,2020-01-12,89.0,143.0,135.0,367.0
Norway,2020-01-13,127.0,154.0,150.0,431.0
Norway,2020-01-14,138.0,128.0,134.0,400.0
Norway,2020-01-15,140.0,139.0,130.0,409.0
Norway,2020-01-16,143.0,143.0,146.0,432.0
Norway,2020-01-17,136.0,147.0,147.0,430.0
Norway,2020-01-18,51.0,91.0,91.0,233.0
Norway,2020-01-19,128.0,153.0,142.0,423.0
Norway,2020-01-20,156.0,126.0,149.0,431.0
Norway,2020-01-21,167.0,117.0,133.0,417.0
Norway,2020-01-22,169.0,151.0,146.0,466.0
Norway,2020-01-23,159.0,117.0,143.0,419.0
Norway,2020-01-24,142.0,131.0,152.0,425.0
Norway,2020-01-25,37.0,89.0,87.0,213.0
Norway,2020-01-26,86.0,138.0,140.0,364.0
Norway,2020-01-27,99.0,155.0,155.0,409.0
Norway,2020-01-28,97.0,121.0,128.0,346.0
Norway,2020-01-29,101.0,139.0,136.0,376.0
Norway,2020-01-30,107.0,143.0,147.0,397.0
Norway,2020-01-31,106.0,151.0,148.0,405.0
Norway,2020-02-01,34.0,90.0,89.0,213.0
Norway,2020-02-02,90.0,140.0,147.0,377.0
Norway,2020-02-03,110.0,157.0,150.0,417.0
Norway,2020-02-04,126.0,129.0,135.0,390.0
Norway,2020-02-05,137.0,136.0,145.0,418.0
Norway,2020-02-06,139.0,150.0,150.0,439.0
Norway,2020-02-07,133.0,156.0,156.0,445.0
Norway,2020-02-08,34.0,103.0,97.0,234.0
Norway,2020-02-09,81.0,138.0,131.0,350.0
Norway,2020-02-10,101.0,138.0,147.0,386.0
Norway,2020-02-11,104.0,130.0,136.0,370.0
Norway,2020-02-12,120.0,137.0,147.0,404.0
Norway,2020-02-13,116.0,158.0,150.0,424.0
Norway,2020-02-14,112.0,150.0,163.0,425.0
Norway,2020-02-15,40.0,107.0,107.0,254.0
Norway,2020-02-16,82.0,156.0,151.0,389.0
Norway,2020-02-17,100.0,165.0,151.0,416.0
Norway,2020-02-18,103.0,127.0,140.0,370.0
Norway,2020-02-19,118.0,144.0,151.0,413.0
Norway,2020-02-20,157.0,156.0,160.0,473.0
Norway,2020-02-21,140.0,169.0,161.0,470.0
Norway,2020-02-22,49.0,125.0,110.0,284.0
Norway,2020-02-23,121.0,162.0,164.0,447.0
Norway,2020-02-24,132.0,146.0,161.0,439.0
Norway,2020-02-25,120.0,135.0,146.0,401.0
Norway,2020-02-26,126.0,154.0,156.0,436.0
Norway,2020-02-27,139.0,153.0,153.0,445.0
Norway,2020-02-28,136.0,152.0,165.0,453.0
Norway,2020-02-29,45.0,113.0,108.0,266.0
Norway,2020-03-01,102.0,130.0,159.0,391.0
Norway,2020-03-02,157.0,166.0,161.0,484.0
Norway,2020-03-03,159.0,156.0,158.0,473.0
Norway,2020-03-04,181.0,162.0,158.0,501.0
Norway,2020-03-05,168.0,162.0,161.0,491.0
Norway,2020-03-06,159.0,165.0,163.0,487.0
Norway,2020-03-07,50.0,108.0,102.0,260.0
Norway,2020-03-08,117.0,145.0,162.0,424.0
Norway,2020-03-09,155.0,166.0,158.0,479.0
Norway,2020-03-10,170.0,126.0,154.0,450.0
Norway,2020-03-11,169.0,134.0,142.0,445.0
Norway,2020-03-12,165.0,139.0,154.0,458.0
Norway,2020-03-13,113.0,159.0,152.0,424.0
Norway,2020-03-14,48.0,98.0,90.0,236.0
Norway,2020-03-15,115.0,133.0,128.0,376.0
Norway,2020-03-16,93.0,103.0,94.0,290.0
Norway,2020-03-17,68.0,73.0,67.0,208.0
Norway,2020-03-18,56.0,60.0,59.0,175.0
Norway,2020-03-19,68.0,51.0,55.0,174.0
Norway,2020-03-20,59.0,48.0,49.0,156.0
Norway,2020-03-21,22.0,33.0,36.0,91.0
Norway,2020-03-22,36.0,33.0,32.0,101.0
Norway,2020-03-23,35.0,18.0,19.0,72.0
Norway,2020-03-24,21.0,11.0,16.0,48.0
Norway,2020-03-25,49.0,16.0,15.0,80.0
Norway,2020-03-26,57.0,14.0,19.0,90.0
Norway,2020-03-27,57.0,15.0,16.0,88.0
Norway,2020-03-28,13.0,8.0,10.0,31.0
Norway,2020-03-29,48.0,10.0,15.0,73.0
Norway,2020-03-30,48.0,13.0,13.0,74.0
Norway,2020-03-31,47.0,5.0,12.0,64.0
Norway,2020-04-01,44.0,9.0,8.0,61.0
Norway,2020-04-02,44.0,7.0,8.0,59.0
Norway,2020-04-03,42.0,9.0,7.0,58.0
Norway,2020-04-04,12.0,6.0,9.0,27.0
Norway,2020-04-05,40.0,8.0,7.0,55.0
Norway,2020-04-06,53.0,6.0,6.0,65.0
Norway,2020-04-07,42.0,5.0,8.0,55.0
Norway,2020-04-08,50.0,4.0,6.0,60.0
Norway,2020-04-09,45.0,6.0,6.0,57.0
Norway,2020-04-10,34.0,3.0,3.0,40.0
Norway,2020-04-11,8.0,2.0,4.0,14.0
Norway,2020-04-12,33.0,6.0,5.0,44.0
Norway,2020-04-13,45.0,5.0,4.0,54.0
Norway,2020-04-14,43.0,5.0,5.0,53.0
Norway,2020-04-15,46.0,6.0,5.0,57.0
Norway,2020-04-16,50.0,4.0,3.0,57.0
Norway,2020-04-17,43.0,5.0,3.0,51.0
Norway,2020-04-18,11.0,4.0,6.0,21.0
Norway,2020-04-19,38.0,4.0,5.0,47.0
Norway,2020-04-20,53.0,6.0,6.0,65.0
Norway,2020-04-21,50.0,5.0,8.0,63.0
Norway,2020-04-22,49.0,7.0,6.0,62.0
Norway,2020-04-23,50.0,4.0,5.0,59.0
Norway,2020-04-24,41.0,3.0,4.0,48.0
Norway,2020-04-25,10.0,5.0,6.0,21.0
Norway,2020-04-26,30.0,7.0,7.0,44.0
Norway,2020-04-27,43.0,4.0,3.0,50.0
Norway,2020-04-28,42.0,2.0,5.0,49.0
Norway,2020-04-29,41.0,6.0,5.0,52.0
Norway,2020-04-30,40.0,3.0,3.0,46.0
Pakistan,2020-02-17,1.0,2.0,3.0,6.0
Peru,2020-01-05,3.0,4.0,18.0,25.0
Peru,2020-01-11,2.0,5.0,10.0,17.0
Peru,2020-01-12,2.0,29.0,26.0,57.0
Peru,2020-01-13,4.0,21.0,9.0,34.0
Peru,2020-01-14,2.0,22.0,13.0,37.0
Peru,2020-01-15,1.0,3.0,7.0,11.0
Peru,2020-01-16,2.0,29.0,29.0,60.0
Peru,2020-01-18,1.0,24.0,24.0,49.0
Peru,2020-01-20,2.0,24.0,5.0,31.0
Peru,2020-01-21,2.0,5.0,7.0,14.0
Peru,2020-01-22,2.0,18.0,11.0,31.0
Peru,2020-01-25,4.0,32.0,29.0,65.0
Peru,2020-01-26,2.0,21.0,8.0,31.0
Peru,2020-01-27,2.0,32.0,26.0,60.0
Peru,2020-01-28,4.0,25.0,30.0,59.0
Peru,2020-01-29,2.0,26.0,27.0,55.0
Peru,2020-01-30,4.0,33.0,28.0,65.0
Peru,2020-01-31,4.0,23.0,9.0,36.0
Peru,2020-02-01,2.0,30.0,29.0,61.0
Peru,2020-02-02,2.0,25.0,29.0,56.0
Peru,2020-02-03,2.0,29.0,28.0,59.0
Peru,2020-02-04,4.0,28.0,29.0,61.0
Peru,2020-02-05,2.0,27.0,31.0,60.0
Peru,2020-02-06,2.0,34.0,23.0,59.0
Peru,2020-02-07,4.0,28.0,28.0,60.0
Peru,2020-02-08,5.0,32.0,30.0,67.0
Peru,2020-02-09,2.0,33.0,29.0,64.0
Peru,2020-02-10,4.0,31.0,27.0,62.0
Peru,2020-02-11,4.0,33.0,30.0,67.0
Peru,2020-02-12,2.0,27.0,27.0,56.0
Peru,2020-02-13,4.0,32.0,31.0,67.0
Peru,2020-02-14,4.0,28.0,26.0,58.0
Peru,2020-02-15,4.0,24.0,13.0,41.0
Peru,2020-02-16,2.0,32.0,31.0,65.0
Peru,2020-02-17,2.0,31.0,19.0,52.0
Peru,2020-02-18,2.0,1.0,4.0,7.0
Peru,2020-02-19,2.0,24.0,23.0,49.0
Peru,2020-02-20,4.0,33.0,28.0,65.0
Peru,2020-02-21,4.0,32.0,28.0,64.0
Peru,2020-02-22,4.0,29.0,35.0,68.0
Peru,2020-02-23,2.0,30.0,32.0,64.0
Peru,2020-02-24,4.0,30.0,31.0,65.0
Peru,2020-02-25,4.0,28.0,31.0,63.0
Peru,2020-02-26,2.0,24.0,27.0,53.0
Peru,2020-02-27,4.0,34.0,30.0,68.0
Peru,2020-02-28,4.0,26.0,31.0,61.0
Peru,2020-02-29,4.0,31.0,24.0,59.0
Peru,2020-03-05,2.0,2.0,5.0,9.0
Peru,2020-03-06,1.0,20.0,11.0,32.0
Peru,2020-03-07,2.0,28.0,29.0,59.0
Peru,2020-03-08,2.0,29.0,28.0,59.0
Peru,2020-03-09,2.0,29.0,29.0,60.0
Peru,2020-03-10,2.0,30.0,27.0,59.0
Peru,2020-03-11,1.0,28.0,27.0,56.0
Peru,2020-03-12,2.0,25.0,25.0,52.0
Peru,2020-03-13,2.0,27.0,26.0,55.0
Peru,2020-03-14,2.0,24.0,24.0,50.0
Peru,2020-03-15,2.0,30.0,26.0,58.0
Peru,2020-03-16,1.0,28.0,27.0,56.0
Peru,2020-04-18,1.0,4.0,3.0,8.0
Philippines,2020-01-01,1.0,113.0,100.0,214.0
Philippines,2020-01-02,3.0,106.0,99.0,208.0
Philippines,2020-01-03,1.0,91.0,91.0,183.0
Philippines,2020-01-05,1.0,116.0,107.0,224.0
Philippines,2020-01-07,1.0,104.0,95.0,200.0
Philippines,2020-01-08,2.0,90.0,92.0,184.0
Philippines,2020-01-09,1.0,112.0,108.0,221.0
Philippines,2020-01-10,2.0,115.0,106.0,223.0
Philippines,2020-01-13,2.0,48.0,53.0,103.0
Philippines,2020-01-14,2.0,107.0,94.0,203.0
Philippines,2020-01-16,1.0,102.0,100.0,203.0
Philippines,2020-01-17,2.0,105.0,102.0,209.0
Philippines,2020-01-18,10.0,67.0,66.0,143.0
Philippines,2020-01-19,4.0,107.0,90.0,201.0
Philippines,2020-01-20,1.0,95.0,96.0,192.0
Philippines,2020-01-22,2.0,87.0,92.0,181.0
Philippines,2020-01-24,3.0,111.0,99.0,213.0
Philippines,2020-01-26,2.0,89.0,59.0,150.0
Philippines,2020-01-27,1.0,120.0,87.0,208.0
Philippines,2020-01-29,4.0,109.0,83.0,196.0
Philippines,2020-01-31,1.0,88.0,83.0,172.0
Philippines,2020-02-02,1.0,103.0,101.0,205.0
Philippines,2020-02-03,1.0,105.0,96.0,202.0
Philippines,2020-02-07,2.0,95.0,89.0,186.0
Philippines,2020-02-08,1.0,95.0,90.0,186.0
Philippines,2020-02-09,1.0,94.0,91.0,186.0
Philippines,2020-02-10,2.0,101.0,91.0,194.0
Philippines,2020-02-18,3.0,88.0,79.0,170.0
Philippines,2020-02-19,2.0,82.0,82.0,166.0
Philippines,2020-02-20,2.0,93.0,83.0,178.0
Philippines,2020-02-21,1.0,97.0,92.0,190.0
Philippines,2020-02-23,1.0,92.0,82.0,175.0
Philippines,2020-02-24,2.0,93.0,82.0,177.0
Philippines,2020-02-25,2.0,84.0,78.0,164.0
Philippines,2020-02-26,2.0,97.0,89.0,188.0
Philippines,2020-02-27,2.0,92.0,84.0,178.0
Philippines,2020-02-29,2.0,90.0,86.0,178.0
Philippines,2020-03-02,1.0,91.0,82.0,174.0
Philippines,2020-03-03,6.0,76.0,67.0,149.0
Philippines,2020-03-05,2.0,84.0,69.0,155.0
Philippines,2020-03-07,4.0,71.0,54.0,129.0
Philippines,2020-03-08,3.0,81.0,68.0,152.0
Philippines,2020-03-09,8.0,77.0,55.0,140.0
Philippines,2020-03-10,2.0,74.0,48.0,124.0
Philippines,2020-03-11,1.0,75.0,68.0,144.0
Philippines,2020-03-12,1.0,73.0,56.0,130.0
Philippines,2020-03-13,3.0,79.0,73.0,155.0
Philippines,2020-03-14,1.0,76.0,64.0,141.0
Philippines,2020-03-15,2.0,74.0,70.0,146.0
Philippines,2020-03-19,1.0,57.0,48.0,106.0
Philippines,2020-03-22,1.0,25.0,19.0,45.0
Poland,2020-01-01,8.0,101.0,113.0,222.0
Poland,2020-01-02,13.0,127.0,128.0,268.0
Poland,2020-01-03,16.0,126.0,141.0,283.0
Poland,2020-01-04,12.0,96.0,104.0,212.0
Poland,2020-01-05,10.0,124.0,135.0,269.0
Poland,2020-01-06,13.0,134.0,151.0,298.0
Poland,2020-01-07,14.0,117.0,122.0,253.0
Poland,2020-01-08,16.0,129.0,138.0,283.0
Poland,2020-01-09,16.0,123.0,135.0,274.0
Poland,2020-01-10,14.0,146.0,144.0,304.0
Poland,2020-01-11,13.0,94.0,106.0,213.0
Poland,2020-01-12,9.0,127.0,135.0,271.0
Poland,2020-01-13,18.0,139.0,146.0,303.0
Poland,2020-01-14,14.0,116.0,120.0,250.0
Poland,2020-01-15,19.0,136.0,136.0,291.0
Poland,2020-01-16,18.0,123.0,131.0,272.0
Poland,2020-01-17,12.0,147.0,148.0,307.0
Poland,2020-01-18,12.0,89.0,97.0,198.0
Poland,2020-01-19,14.0,130.0,131.0,275.0
Poland,2020-01-20,11.0,136.0,140.0,287.0
Poland,2020-01-21,14.0,124.0,128.0,266.0
Poland,2020-01-22,17.0,117.0,137.0,271.0
Poland,2020-01-23,20.0,124.0,130.0,274.0
Poland,2020-01-24,22.0,145.0,141.0,308.0
Poland,2020-01-25,11.0,92.0,111.0,214.0
Poland,2020-01-26,15.0,128.0,138.0,281.0
Poland,2020-01-27,15.0,134.0,146.0,295.0
Poland,2020-01-28,12.0,114.0,117.0,243.0
Poland,2020-01-29,13.0,128.0,139.0,280.0
Poland,2020-01-30,18.0,126.0,128.0,272.0
Poland,2020-01-31,13.0,139.0,152.0,304.0
Poland,2020-02-01,11.0,96.0,107.0,214.0
Poland,2020-02-02,12.0,130.0,140.0,282.0
Poland,2020-02-03,13.0,138.0,151.0,302.0
Poland,2020-02-04,9.0,116.0,122.0,247.0
Poland,2020-02-05,16.0,128.0,143.0,287.0
Poland,2020-02-06,12.0,135.0,140.0,287.0
Poland,2020-02-07,14.0,154.0,152.0,320.0
Poland,2020-02-08,17.0,106.0,107.0,230.0
Poland,2020-02-09,14.0,127.0,129.0,270.0
Poland,2020-02-10,18.0,128.0,133.0,279.0
Poland,2020-02-11,19.0,120.0,121.0,260.0
Poland,2020-02-12,21.0,128.0,138.0,287.0
Poland,2020-02-13,19.0,128.0,136.0,283.0
Poland,2020-02-14,23.0,146.0,146.0,315.0
Poland,2020-02-15,10.0,94.0,108.0,212.0
Poland,2020-02-16,17.0,139.0,135.0,291.0
Poland,2020-02-17,25.0,147.0,147.0,319.0
Poland,2020-02-18,17.0,119.0,123.0,259.0
Poland,2020-02-19,17.0,138.0,137.0,292.0
Poland,2020-02-20,21.0,132.0,130.0,283.0
Poland,2020-02-21,15.0,158.0,158.0,331.0
Poland,2020-02-22,14.0,108.0,112.0,234.0
Poland,2020-02-23,12.0,136.0,139.0,287.0
Poland,2020-02-24,14.0,147.0,143.0,304.0
Poland,2020-02-25,20.0,127.0,133.0,280.0
Poland,2020-02-26,18.0,137.0,148.0,303.0
Poland,2020-02-27,16.0,133.0,137.0,286.0
Poland,2020-02-28,22.0,143.0,157.0,322.0
Poland,2020-02-29,14.0,109.0,110.0,233.0
Poland,2020-03-01,9.0,119.0,131.0,259.0
Poland,2020-03-02,17.0,128.0,132.0,277.0
Poland,2020-03-03,12.0,110.0,112.0,234.0
Poland,2020-03-04,13.0,125.0,127.0,265.0
Poland,2020-03-05,12.0,123.0,128.0,263.0
Poland,2020-03-06,15.0,137.0,133.0,285.0
Poland,2020-03-07,12.0,78.0,91.0,181.0
Poland,2020-03-08,13.0,121.0,126.0,260.0
Poland,2020-03-09,18.0,128.0,127.0,273.0
Poland,2020-03-10,13.0,109.0,103.0,225.0
Poland,2020-03-11,16.0,105.0,103.0,224.0
Poland,2020-03-12,7.0,100.0,111.0,218.0
Poland,2020-03-13,20.0,117.0,114.0,251.0
Poland,2020-03-14,10.0,74.0,74.0,158.0
Poland,2020-03-15,1.0,11.0,14.0,26.0
Poland,2020-03-18,1.0,18.0,18.0,37.0
Poland,2020-04-10,1.0,,,
Poland,2020-04-23,1.0,,,
Poland,2020-04-24,1.0,,1.0,
Poland,2020-04-27,2.0,,,
Portugal,2020-01-01,23.0,122.0,124.0,269.0
Portugal,2020-01-02,21.0,132.0,131.0,284.0
Portugal,2020-01-03,16.0,132.0,141.0,289.0
Portugal,2020-01-04,30.0,152.0,150.0,332.0
Portugal,2020-01-05,22.0,148.0,149.0,319.0
Portugal,2020-01-06,25.0,136.0,140.0,301.0
Portugal,2020-01-07,25.0,119.0,125.0,269.0
Portugal,2020-01-08,20.0,106.0,107.0,233.0
Portugal,2020-01-09,19.0,115.0,111.0,245.0
Portugal,2020-01-10,23.0,137.0,130.0,290.0
Portugal,2020-01-11,29.0,130.0,126.0,285.0
Portugal,2020-01-12,23.0,128.0,127.0,278.0
Portugal,2020-01-13,19.0,114.0,122.0,255.0
Portugal,2020-01-14,23.0,91.0,91.0,205.0
Portugal,2020-01-15,21.0,93.0,97.0,211.0
Portugal,2020-01-16,24.0,116.0,100.0,240.0
Portugal,2020-01-17,29.0,128.0,130.0,287.0
Portugal,2020-01-18,28.0,110.0,106.0,244.0
Portugal,2020-01-19,22.0,125.0,126.0,273.0
Portugal,2020-01-20,20.0,113.0,123.0,256.0
Portugal,2020-01-21,25.0,90.0,87.0,202.0
Portugal,2020-01-22,20.0,87.0,94.0,201.0
Portugal,2020-01-23,14.0,107.0,99.0,220.0
Portugal,2020-01-24,26.0,128.0,125.0,279.0
Portugal,2020-01-25,25.0,112.0,111.0,248.0
Portugal,2020-01-26,18.0,111.0,117.0,246.0
Portugal,2020-01-27,23.0,118.0,119.0,260.0
Portugal,2020-01-28,16.0,91.0,88.0,195.0
Portugal,2020-01-29,21.0,100.0,103.0,224.0
Portugal,2020-01-30,20.0,105.0,101.0,226.0
Portugal,2020-01-31,17.0,119.0,126.0,262.0
Portugal,2020-02-01,25.0,116.0,115.0,256.0
Portugal,2020-02-02,22.0,125.0,123.0,270.0
Portugal,2020-02-03,23.0,123.0,127.0,273.0
Portugal,2020-02-04,26.0,102.0,95.0,223.0
Portugal,2020-02-05,19.0,107.0,106.0,232.0
Portugal,2020-02-06,21.0,122.0,105.0,248.0
Portugal,2020-02-07,22.0,132.0,135.0,289.0
Portugal,2020-02-08,23.0,124.0,130.0,277.0
Portugal,2020-02-09,20.0,126.0,123.0,269.0
Portugal,2020-02-10,24.0,132.0,132.0,288.0
Portugal,2020-02-11,29.0,108.0,104.0,241.0
Portugal,2020-02-12,18.0,118.0,117.0,253.0
Portugal,2020-02-13,22.0,128.0,118.0,268.0
Portugal,2020-02-14,28.0,138.0,145.0,311.0
Portugal,2020-02-15,24.0,130.0,134.0,288.0
Portugal,2020-02-16,20.0,136.0,138.0,294.0
Portugal,2020-02-17,25.0,136.0,138.0,299.0
Portugal,2020-02-18,24.0,113.0,110.0,247.0
Portugal,2020-02-19,24.0,129.0,124.0,277.0
Portugal,2020-02-20,31.0,129.0,120.0,280.0
Portugal,2020-02-21,29.0,150.0,143.0,322.0
Portugal,2020-02-22,29.0,145.0,144.0,318.0
Portugal,2020-02-23,25.0,145.0,146.0,316.0
Portugal,2020-02-24,26.0,140.0,132.0,298.0
Portugal,2020-02-25,25.0,117.0,117.0,259.0
Portugal,2020-02-26,27.0,129.0,127.0,283.0
Portugal,2020-02-27,25.0,126.0,111.0,262.0
Portugal,2020-02-28,25.0,146.0,145.0,316.0
Portugal,2020-02-29,26.0,138.0,134.0,298.0
Portugal,2020-03-01,21.0,117.0,110.0,248.0
Portugal,2020-03-02,24.0,120.0,107.0,251.0
Portugal,2020-03-03,25.0,98.0,82.0,205.0
Portugal,2020-03-04,24.0,108.0,99.0,231.0
Portugal,2020-03-05,26.0,118.0,93.0,237.0
Portugal,2020-03-06,29.0,122.0,107.0,258.0
Portugal,2020-03-07,29.0,121.0,112.0,262.0
Portugal,2020-03-08,26.0,129.0,118.0,273.0
Portugal,2020-03-09,23.0,121.0,106.0,250.0
Portugal,2020-03-10,22.0,101.0,91.0,214.0
Portugal,2020-03-11,22.0,105.0,95.0,222.0
Portugal,2020-03-12,31.0,109.0,85.0,225.0
Portugal,2020-03-13,26.0,118.0,103.0,247.0
Portugal,2020-03-14,23.0,124.0,112.0,259.0
Portugal,2020-03-15,22.0,114.0,105.0,241.0
Portugal,2020-03-16,19.0,97.0,89.0,205.0
Portugal,2020-03-17,18.0,60.0,52.0,130.0
Portugal,2020-03-18,12.0,58.0,56.0,126.0
Portugal,2020-03-19,12.0,46.0,40.0,98.0
Portugal,2020-03-20,12.0,49.0,45.0,106.0
Portugal,2020-03-21,14.0,47.0,42.0,103.0
Portugal,2020-03-22,7.0,51.0,41.0,99.0
Portugal,2020-03-23,1.0,21.0,17.0,39.0
Portugal,2020-03-26,1.0,8.0,8.0,17.0
Puerto Rico,2020-01-06,1.0,57.0,19.0,77.0
Puerto Rico,2020-01-25,1.0,46.0,31.0,78.0
Qatar,2020-01-01,7.0,86.0,77.0,170.0
Qatar,2020-01-02,12.0,84.0,74.0,170.0
Qatar,2020-01-03,7.0,65.0,54.0,126.0
Qatar,2020-01-04,10.0,91.0,87.0,188.0
Qatar,2020-01-05,15.0,81.0,76.0,172.0
Qatar,2020-01-06,16.0,85.0,77.0,178.0
Qatar,2020-01-07,12.0,80.0,74.0,166.0
Qatar,2020-01-08,9.0,60.0,56.0,125.0
Qatar,2020-01-09,12.0,79.0,76.0,167.0
Qatar,2020-01-10,12.0,86.0,78.0,176.0
Qatar,2020-01-11,13.0,90.0,82.0,185.0
Qatar,2020-01-12,16.0,85.0,77.0,178.0
Qatar,2020-01-13,6.0,59.0,58.0,123.0
Qatar,2020-01-14,11.0,83.0,77.0,171.0
Qatar,2020-01-15,13.0,86.0,80.0,179.0
Qatar,2020-01-16,15.0,80.0,73.0,168.0
Qatar,2020-01-17,13.0,84.0,77.0,174.0
Qatar,2020-01-18,7.0,66.0,55.0,128.0
Qatar,2020-01-19,11.0,85.0,79.0,175.0
Qatar,2020-01-20,6.0,61.0,50.0,117.0
Qatar,2020-01-21,14.0,79.0,78.0,171.0
Qatar,2020-01-22,4.0,61.0,57.0,122.0
Qatar,2020-01-23,16.0,80.0,76.0,172.0
Qatar,2020-01-24,13.0,88.0,79.0,180.0
Qatar,2020-01-25,17.0,82.0,78.0,177.0
Qatar,2020-01-26,7.0,58.0,52.0,117.0
Qatar,2020-01-27,16.0,77.0,75.0,168.0
Qatar,2020-01-28,14.0,77.0,79.0,170.0
Qatar,2020-01-29,16.0,82.0,80.0,178.0
Qatar,2020-01-30,17.0,77.0,75.0,169.0
Qatar,2020-01-31,6.0,60.0,48.0,114.0
Qatar,2020-02-01,12.0,85.0,85.0,182.0
Qatar,2020-02-02,16.0,80.0,71.0,167.0
Qatar,2020-02-03,16.0,73.0,76.0,165.0
Qatar,2020-02-04,10.0,80.0,84.0,174.0
Qatar,2020-02-05,15.0,82.0,79.0,176.0
Qatar,2020-02-06,11.0,83.0,77.0,171.0
Qatar,2020-02-07,12.0,81.0,77.0,170.0
Qatar,2020-02-08,10.0,86.0,85.0,181.0
Qatar,2020-02-09,13.0,82.0,75.0,170.0
Qatar,2020-02-10,12.0,79.0,75.0,166.0
Qatar,2020-02-11,8.0,81.0,83.0,172.0
Qatar,2020-02-12,13.0,83.0,82.0,178.0
Qatar,2020-02-13,12.0,76.0,71.0,159.0
Qatar,2020-02-14,12.0,76.0,74.0,162.0
Qatar,2020-02-15,2.0,62.0,58.0,122.0
Qatar,2020-02-16,15.0,82.0,75.0,172.0
Qatar,2020-02-17,14.0,72.0,72.0,158.0
Qatar,2020-02-18,11.0,79.0,71.0,161.0
Qatar,2020-02-19,12.0,83.0,74.0,169.0
Qatar,2020-02-20,13.0,74.0,73.0,160.0
Qatar,2020-02-21,8.0,82.0,78.0,168.0
Qatar,2020-02-22,8.0,86.0,86.0,180.0
Qatar,2020-02-23,9.0,84.0,77.0,170.0
Qatar,2020-02-24,7.0,73.0,80.0,160.0
Qatar,2020-02-25,5.0,77.0,76.0,158.0
Qatar,2020-02-26,12.0,78.0,80.0,170.0
Qatar,2020-02-27,12.0,76.0,79.0,167.0
Qatar,2020-02-28,10.0,83.0,77.0,170.0
Qatar,2020-02-29,10.0,87.0,83.0,180.0
Qatar,2020-03-01,11.0,70.0,63.0,144.0
Qatar,2020-03-02,14.0,71.0,63.0,148.0
Qatar,2020-03-03,10.0,67.0,63.0,140.0
Qatar,2020-03-04,10.0,72.0,64.0,146.0
Qatar,2020-03-05,10.0,72.0,61.0,143.0
Qatar,2020-03-06,10.0,66.0,63.0,139.0
Qatar,2020-03-07,10.0,73.0,58.0,141.0
Qatar,2020-03-08,8.0,65.0,60.0,133.0
Qatar,2020-03-09,6.0,71.0,60.0,137.0
Qatar,2020-03-10,6.0,58.0,55.0,119.0
Qatar,2020-03-11,8.0,64.0,55.0,127.0
Qatar,2020-03-12,5.0,65.0,50.0,120.0
Qatar,2020-03-13,5.0,65.0,55.0,125.0
Qatar,2020-03-14,6.0,67.0,58.0,131.0
Qatar,2020-03-15,6.0,62.0,56.0,124.0
Qatar,2020-03-16,8.0,60.0,50.0,118.0
Qatar,2020-03-17,6.0,56.0,52.0,114.0
Qatar,2020-03-18,5.0,60.0,51.0,116.0
Qatar,2020-03-19,5.0,52.0,49.0,106.0
Qatar,2020-03-20,4.0,52.0,45.0,101.0
Qatar,2020-03-21,4.0,49.0,43.0,96.0
Qatar,2020-03-22,5.0,44.0,34.0,83.0
Qatar,2020-03-23,5.0,35.0,33.0,73.0
Qatar,2020-03-24,4.0,34.0,34.0,72.0
Qatar,2020-03-25,5.0,38.0,31.0,74.0
Qatar,2020-03-26,2.0,34.0,30.0,66.0
Qatar,2020-03-27,4.0,34.0,28.0,66.0
Qatar,2020-03-28,4.0,37.0,31.0,72.0
Qatar,2020-03-29,1.0,36.0,31.0,68.0
Qatar,2020-03-30,3.0,25.0,34.0,62.0
Qatar,2020-03-31,3.0,24.0,20.0,47.0
Qatar,2020-04-01,1.0,20.0,27.0,48.0
Qatar,2020-04-02,4.0,19.0,22.0,45.0
Qatar,2020-04-03,3.0,21.0,29.0,53.0
Qatar,2020-04-04,2.0,24.0,20.0,46.0
